code,code_name,industry,industryClassification
sh.600053,九鼎投资,非银金融,申万一级行业
sh.600129,太极集团,医药生物,申万一级行业
sh.600132,重庆啤酒,食品饮料,申万一级行业
sh.600155,华创阳安,非银金融,申万一级行业
sh.600161,天坛生物,医药生物,申万一级行业
sh.600201,生物股份,农林牧渔,申万一级行业
sh.600211,西藏药业,医药生物,申万一级行业
sh.600276,恒瑞医药,医药生物,申万一级行业
sh.600298,安琪酵母,农林牧渔,申万一级行业
sh.600305,恒顺醋业,食品饮料,申万一级行业
sh.600332,白云山,医药生物,申万一级行业
sh.600380,健康元,医药生物,申万一级行业
sh.600436,片仔癀,医药生物,申万一级行业
sh.600519,贵州茅台,食品饮料,申万一级行业
sh.600566,济川药业,医药生物,申万一级行业
sh.600690,青岛海尔,家用电器,申万一级行业
sh.600750,江中药业,医药生物,申万一级行业
sh.600763,通策医疗,医药生物,申万一级行业
sh.600779,水井坊,食品饮料,申万一级行业
sh.600809,山西汾酒,食品饮料,申万一级行业
sh.600816,安信信托,非银金融,申万一级行业
sh.600872,中炬高新,食品饮料,申万一级行业
sh.600887,伊利股份,食品饮料,申万一级行业
sh.601318,中国平安,非银金融,申万一级行业
sh.601888,中国国旅,休闲服务,申万一级行业
sh.603027,千禾味业,食品饮料,申万一级行业
sh.603198,迎驾贡酒,食品饮料,申万一级行业
sh.603288,海天味业,食品饮料,申万一级行业
sh.603369,今世缘,食品饮料,申万一级行业
sh.603589,口子窖,食品饮料,申万一级行业
sh.603658,安图生物,医药生物,申万一级行业
sh.603669,灵康药业,医药生物,申万一级行业
sh.603868,飞科电器,家用电器,申万一级行业
sh.603883,老百姓,医药生物,申万一级行业
sh.603919,金徽酒,食品饮料,申万一级行业
sz.000016,深康佳A,家用电器,申万一级行业
sz.000078,海王生物,医药生物,申万一级行业
sz.000166,申万宏源,非银金融,申万一级行业
sz.000333,美的集团,家用电器,申万一级行业
sz.000423,东阿阿胶,医药生物,申万一级行业
sz.000505,京粮控股,农林牧渔,申万一级行业
sz.000513,丽珠集团,医药生物,申万一级行业
sz.000516,国际医学,医药生物,申万一级行业
sz.000538,云南白药,医药生物,申万一级行业
sz.000568,泸州老窖,食品饮料,申万一级行业
sz.000596,古井贡酒,食品饮料,申万一级行业
sz.000650,仁和药业,医药生物,申万一级行业
sz.000651,格力电器,家用电器,申万一级行业
sz.000661,长春高新,医药生物,申万一级行业
sz.000813,德展健康,医药生物,申万一级行业
sz.000848,承德露露,食品饮料,申万一级行业
sz.000858,五粮液,食品饮料,申万一级行业
sz.000895,双汇发展,食品饮料,申万一级行业
sz.000915,山大华特,医药生物,申万一级行业
sz.000921,海信家电,家用电器,申万一级行业
sz.000952,广济药业,医药生物,申万一级行业
sz.000963,华东医药,医药生物,申万一级行业
sz.000989,九芝堂,医药生物,申万一级行业
sz.000998,隆平高科,农林牧渔,申万一级行业
sz.000999,华润三九,医药生物,申万一级行业
sz.002001,新和成,医药生物,申万一级行业
sz.002007,华兰生物,医药生物,申万一级行业
sz.002019,亿帆医药,医药生物,申万一级行业
sz.002032,苏泊尔,家用电器,申万一级行业
sz.002035,华帝股份,家用电器,申万一级行业
sz.002050,三花智控,家用电器,申万一级行业
sz.002223,鱼跃医疗,医药生物,申万一级行业
sz.002242,九阳股份,家用电器,申万一级行业
sz.002304,洋河股份,食品饮料,申万一级行业
sz.002311,海大集团,农林牧渔,申万一级行业
sz.002507,涪陵榨菜,食品饮料,申万一级行业
sz.002508,老板电器,家用电器,申万一级行业
sz.002568,百润股份,食品饮料,申万一级行业
sz.002626,金达威,医药生物,申万一级行业
sz.002653,海思科,医药生物,申万一级行业
sz.002677,浙江美大,家用电器,申万一级行业
sz.002714,牧原股份,农林牧渔,申万一级行业
sz.002736,国信证券,非银金融,申万一级行业
sz.002773,康弘药业,医药生物,申万一级行业
sz.002821,凯莱英,医药生物,申万一级行业
sz.300003,乐普医疗,医药生物,申万一级行业
sz.300009,安科生物,医药生物,申万一级行业
sz.300015,爱尔眼科,医药生物,申万一级行业
sz.300122,智飞生物,医药生物,申万一级行业
sz.300144,宋城演艺,休闲服务,申万一级行业
sz.300146,汤臣倍健,食品饮料,申万一级行业
sz.300272,开能健康,家用电器,申万一级行业
sz.300298,三诺生物,医药生物,申万一级行业
sz.300347,泰格医药,医药生物,申万一级行业
sz.300357,我武生物,医药生物,申万一级行业
sz.300406,九强生物,医药生物,申万一级行业
sz.300463,迈克生物,医药生物,申万一级行业
sz.300482,万孚生物,医药生物,申万一级行业
sz.300497,富祥股份,医药生物,申万一级行业
sz.300498,温氏股份,农林牧渔,申万一级行业
sz.300519,新光药业,医药生物,申万一级行业
sz.300529,健帆生物,医药生物,申万一级行业
sz.300558,贝达药业,医药生物,申万一级行业
